CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
15415.0,314,48,572.8100000000001,1,3,3,133,At Risk
15416.0,155,192,3984.32,2,5,5,255,Loyal Customers
15417.0,86,28,508.8,3,2,3,323,Lost Customers
15419.0,25,8,135.86,4,1,1,411,Lost Customers
15421.0,0,53,950.36,5,3,4,534,Potential Loyalists
15422.0,324,6,97.7,1,1,1,111,Lost Customers
15423.0,333,2,43.5,1,1,1,111,Lost Customers
15424.0,255,17,383.34,1,2,2,122,Lost Customers
15426.0,20,292,1447.39,4,5,4,454,Loyal Customers
15427.0,48,306,1483.14,3,5,4,354,Loyal Customers
15428.0,16,6,93.78,5,1,1,511,Lost Customers
15429.0,27,82,397.35,4,4,2,442,Potential Loyalists
15432.0,24,10,171.19,4,1,1,411,Lost Customers
15433.0,66,41,533.3,3,3,3,333,Potential Loyalists
15434.0,108,55,1041.48,2,3,4,234,At Risk
15435.0,23,29,149.29,4,2,1,421,Lost Customers
15436.0,13,329,1122.53,5,5,4,554,Loyal Customers
15437.0,263,45,200.16,1,3,1,131,At Risk
15438.0,132,25,156.57999999999998,2,2,1,221,Lost Customers
15440.0,55,62,383.68,3,4,2,342,Potential Loyalists
15442.0,220,2,594.0,1,1,3,113,Lost Customers
15443.0,13,382,3236.91,5,5,5,555,Champions
15444.0,9,219,1418.26,5,5,4,554,Loyal Customers
15445.0,265,5,113.5,1,1,1,111,Lost Customers
15447.0,331,9,155.17,1,1,1,111,Lost Customers
15448.0,313,28,494.64,1,2,3,123,Lost Customers
15449.0,27,60,974.52,4,4,4,444,Loyal Customers
15450.0,90,30,429.84,2,3,2,232,At Risk
15452.0,60,58,538.73,3,4,3,343,Potential Loyalists
15453.0,57,286,1388.37,3,5,4,354,Loyal Customers
15454.0,363,25,179.1,1,2,1,121,Lost Customers
15456.0,341,60,447.22,1,4,2,142,At Risk
15457.0,263,58,237.07,1,4,1,141,At Risk
15458.0,26,7,161.64,4,1,1,411,Lost Customers
15460.0,355,58,216.76,1,4,1,141,At Risk
15462.0,144,11,234.6,2,1,1,211,Lost Customers
15463.0,60,7,126.14,3,1,1,311,Lost Customers
15464.0,223,157,1048.85,1,5,4,154,Loyal Customers
15465.0,4,97,7354.62,5,4,5,545,Loyal Customers
15466.0,86,57,334.53,3,3,2,332,Potential Loyalists
15467.0,10,52,524.88,5,3,3,533,Potential Loyalists
15468.0,52,24,467.51,3,2,2,322,Lost Customers
15469.0,32,24,538.55,4,2,3,423,Lost Customers
15471.0,151,77,469.48,2,4,2,242,At Risk
15472.0,114,76,371.56,2,4,2,242,At Risk
15473.0,0,11,1771.2,5,1,4,514,Lost Customers
15475.0,78,29,454.10999999999996,3,2,2,322,Lost Customers
15478.0,41,46,1441.42,4,3,4,434,Potential Loyalists
15480.0,117,45,905.5,2,3,3,233,At Risk
15482.0,16,98,11054.96,5,4,5,545,Loyal Customers
15483.0,267,88,233.81,1,4,1,141,At Risk
15484.0,19,188,3594.31,4,5,5,455,Loyal Customers
15485.0,90,86,2575.0,2,4,5,245,Loyal Customers
15488.0,123,2,91.32000000000001,2,1,1,211,Lost Customers
15489.0,5,50,1134.28,5,3,4,534,Potential Loyalists
15491.0,101,154,3100.09,2,5,5,255,Loyal Customers
15492.0,29,35,659.4599999999999,4,3,3,433,Potential Loyalists
15493.0,150,297,2001.8,2,5,4,254,Loyal Customers
15494.0,22,125,1299.23,4,5,4,454,Loyal Customers
15497.0,18,15,1262.2,5,2,4,524,Lost Customers
15498.0,5,512,13316.4,5,5,5,555,Champions
15500.0,19,68,1131.56,4,4,4,444,Loyal Customers
15502.0,16,213,10384.93,5,5,5,555,Champions
15503.0,363,70,147.09,1,4,1,141,At Risk
15504.0,82,13,52.83,3,1,1,311,Lost Customers
15505.0,53,97,3610.96,3,4,5,345,Loyal Customers
15506.0,23,164,979.26,4,5,4,454,Loyal Customers
15507.0,172,46,492.36,2,3,3,233,At Risk
15508.0,226,92,1000.27,1,4,4,144,Loyal Customers
15510.0,331,1,250.0,1,1,1,111,Lost Customers
15511.0,12,160,909.23,5,5,3,553,Potential Loyalists
15512.0,156,7,121.0,2,1,1,211,Lost Customers
15513.0,5,308,14758.220000000001,5,5,5,555,Champions
15514.0,13,178,4139.46,5,5,5,555,Champions
15516.0,45,15,62.43,3,2,1,321,Lost Customers
15517.0,234,27,267.03,1,2,2,122,Lost Customers
15518.0,39,214,1942.45,4,5,4,454,Loyal Customers
15520.0,120,18,343.5,2,2,2,222,Lost Customers
15521.0,35,185,3000.2,4,5,5,455,Loyal Customers
15522.0,88,57,398.84,2,3,2,232,At Risk
15523.0,85,10,412.01000000000005,3,1,2,312,Lost Customers
15524.0,25,1,440.0,4,1,2,412,Lost Customers
15525.0,18,178,825.92,5,5,3,553,Potential Loyalists
15526.0,182,4,148.44,2,1,1,211,Lost Customers
15527.0,19,163,2429.78,4,5,5,455,Loyal Customers
15528.0,255,26,229.33,1,2,1,121,Lost Customers
15529.0,23,672,3995.23,4,5,5,455,Loyal Customers
15530.0,22,108,1502.35,4,4,4,444,Loyal Customers
15531.0,89,228,2007.44,2,5,4,254,Loyal Customers
15532.0,26,256,1580.93,4,5,4,454,Loyal Customers
15533.0,20,83,807.57,4,4,3,443,Potential Loyalists
15535.0,174,75,536.4,2,4,3,243,At Risk
15537.0,164,24,110.92,2,2,1,221,Lost Customers
15539.0,301,41,538.46,1,3,3,133,At Risk
15540.0,12,15,213.3,5,2,1,521,Lost Customers
15541.0,115,29,85.13000000000001,2,2,1,221,Lost Customers
15543.0,289,28,127.86,1,2,1,121,Lost Customers
15544.0,2,259,3546.71,5,5,5,555,Champions
15545.0,55,81,292.71999999999997,3,4,2,342,Potential Loyalists
15547.0,31,702,4954.84,4,5,5,455,Loyal Customers
15549.0,78,115,1693.26,3,4,4,344,Loyal Customers
15550.0,38,61,575.63,4,4,3,443,Potential Loyalists
15551.0,274,29,436.06,1,2,2,122,Lost Customers
15552.0,188,17,90.12,2,2,1,221,Lost Customers
15553.0,61,56,437.23,3,3,2,332,Potential Loyalists
15554.0,160,14,217.2,2,2,1,221,Lost Customers
15555.0,0,899,4805.17,5,5,5,555,Champions
15556.0,25,31,279.77,4,3,2,432,Potential Loyalists
15557.0,29,20,473.65000000000003,4,2,2,422,Lost Customers
15561.0,12,27,800.59,5,2,3,523,Lost Customers
15562.0,352,1,134.55,1,1,1,111,Lost Customers
15563.0,23,113,1400.44,4,4,4,444,Loyal Customers
15565.0,51,8,173.16,3,1,1,311,Lost Customers
15567.0,19,7,186.01,4,1,1,411,Lost Customers
15568.0,45,53,758.29,3,3,3,333,Potential Loyalists
15569.0,39,31,1375.71,4,3,4,434,Potential Loyalists
15570.0,11,323,4165.52,5,5,5,555,Champions
15571.0,12,57,650.4300000000001,5,3,3,533,Potential Loyalists
15572.0,26,215,2552.86,4,5,5,455,Loyal Customers
15573.0,86,104,607.45,3,4,3,343,Potential Loyalists
15574.0,178,168,702.25,2,5,3,253,At Risk
15576.0,302,45,940.6700000000001,1,3,3,133,At Risk
15577.0,33,39,258.88,4,3,2,432,Potential Loyalists
15578.0,163,13,127.1,2,1,1,211,Lost Customers
15579.0,303,51,348.6,1,3,2,132,At Risk
15581.0,32,149,3679.9700000000003,4,5,5,455,Loyal Customers
15582.0,25,44,682.9100000000001,4,3,3,433,Potential Loyalists
15584.0,24,123,725.11,4,5,3,453,Potential Loyalists
15585.0,177,31,455.3,2,3,2,232,At Risk
15587.0,31,9,913.6800000000001,4,1,3,413,Lost Customers
15589.0,256,29,478.53000000000003,1,2,2,122,Lost Customers
15592.0,47,24,388.58,3,2,2,322,Lost Customers
15593.0,71,5,199.8,3,1,1,311,Lost Customers
15594.0,16,103,1771.78,5,4,4,544,Loyal Customers
15596.0,96,77,1406.59,2,4,4,244,Loyal Customers
15597.0,243,22,324.57,1,2,2,122,Lost Customers
15598.0,54,14,240.68,3,2,1,321,Lost Customers
15599.0,27,52,761.74,4,3,3,433,Potential Loyalists
15601.0,12,410,6776.56,5,5,5,555,Champions
15602.0,22,46,1297.8700000000001,4,3,4,434,Potential Loyalists
15603.0,79,2,48.480000000000004,3,1,1,311,Lost Customers
15604.0,53,17,216.39,3,2,1,321,Lost Customers
15605.0,31,67,1198.23,4,4,4,444,Loyal Customers
15606.0,2,77,2920.16,5,4,5,545,Loyal Customers
15607.0,162,13,104.76,2,1,1,211,Lost Customers
15608.0,29,60,1093.68,4,4,4,444,Loyal Customers
15609.0,126,16,298.48,2,2,2,222,Lost Customers
15610.0,52,6,112.46000000000001,3,1,1,311,Lost Customers
15611.0,10,43,1591.45,5,3,4,534,Potential Loyalists
15612.0,91,6,195.15,2,1,1,211,Lost Customers
15615.0,11,423,10399.74,5,5,5,555,Champions
15618.0,123,45,776.851,2,3,3,233,At Risk
15619.0,11,3,336.40000000000003,5,1,2,512,Lost Customers
15620.0,57,100,1553.18,3,4,4,344,Loyal Customers
15621.0,12,16,1293.03,5,2,4,524,Lost Customers
15622.0,44,185,3709.56,3,5,5,355,Loyal Customers
15623.0,141,19,301.03,2,2,2,222,Lost Customers
15624.0,117,34,588.13,2,3,3,233,At Risk
15625.0,104,64,1534.26,2,4,4,244,Loyal Customers
15626.0,75,49,675.8,3,3,3,333,Potential Loyalists
15628.0,25,155,2870.2400000000002,4,5,5,455,Loyal Customers
15630.0,46,60,1186.35,3,4,4,344,Loyal Customers
15632.0,16,167,3285.31,5,5,5,555,Champions
15634.0,18,15,243.55,5,2,1,521,Lost Customers
15636.0,31,25,724.76,4,2,3,423,Lost Customers
15637.0,53,15,223.36,3,2,1,321,Lost Customers
15639.0,135,25,425.32,2,2,2,222,Lost Customers
15640.0,17,484,12515.66,5,5,5,555,Champions
15641.0,106,119,1887.2,2,4,4,244,Loyal Customers
15643.0,310,33,664.0,1,3,3,133,At Risk
15644.0,167,238,813.0,2,5,3,253,At Risk
15645.0,19,52,612.01,4,3,3,433,Potential Loyalists
15646.0,159,35,447.64000000000004,2,3,2,232,At Risk
15648.0,205,25,657.35,1,2,3,123,Lost Customers
15649.0,162,2,816.0,2,1,3,213,Lost Customers
15651.0,261,32,646.3,1,3,3,133,At Risk
15652.0,92,21,337.74,2,2,2,222,Lost Customers
15653.0,116,6,877.4399999999999,2,1,3,213,Lost Customers
15654.0,10,21,922.53,5,2,3,523,Lost Customers
15655.0,67,34,560.67,3,3,3,333,Potential Loyalists
15656.0,46,47,748.5,3,3,3,333,Potential Loyalists
15657.0,23,1,30.0,4,1,1,411,Lost Customers
15658.0,198,48,1024.1000000000001,1,3,4,134,At Risk
15659.0,44,11,306.45,3,1,2,312,Lost Customers
15660.0,26,90,1600.86,4,4,4,444,Loyal Customers
15661.0,223,5,309.8,1,1,2,112,Lost Customers
15663.0,107,9,138.14,2,1,1,211,Lost Customers
15664.0,51,17,386.43,3,2,2,322,Lost Customers
15665.0,67,116,2242.01,3,4,5,345,Loyal Customers
15667.0,40,13,301.32,4,1,2,412,Lost Customers
15668.0,188,1,76.32000000000001,2,1,1,211,Lost Customers
15669.0,41,33,684.34,4,3,3,433,Potential Loyalists
15670.0,297,12,173.05,1,1,1,111,Lost Customers
15671.0,19,78,2657.13,4,4,5,445,Loyal Customers
15673.0,1,155,2881.02,5,5,5,555,Champions
15674.0,66,114,2446.6,3,4,5,345,Loyal Customers
15675.0,82,21,323.69,3,2,2,322,Lost Customers
15676.0,19,202,3435.76,4,5,5,455,Loyal Customers
15677.0,50,33,657.23,3,3,3,333,Potential Loyalists
15678.0,53,12,352.7,3,1,2,312,Lost Customers
15679.0,25,110,781.28,4,4,3,443,Potential Loyalists
15680.0,10,78,1333.68,5,4,4,544,Loyal Customers
15681.0,26,53,1426.16,4,3,4,434,Potential Loyalists
15683.0,118,10,193.75,2,1,1,211,Lost Customers
15687.0,24,166,2993.1,4,5,5,455,Loyal Customers
15689.0,2,9,254.1,5,1,2,512,Lost Customers
15690.0,101,19,239.76,2,2,1,221,Lost Customers
15691.0,340,2,136.8,1,1,1,111,Lost Customers
15692.0,29,12,191.04,4,1,1,411,Lost Customers
15694.0,26,78,6479.4,4,4,5,445,Loyal Customers
15695.0,267,22,409.98,1,2,2,122,Lost Customers
15696.0,80,171,2736.46,3,5,5,355,Loyal Customers
15699.0,18,18,309.65,5,2,2,522,Lost Customers
15700.0,173,86,696.68,2,4,3,243,At Risk
15701.0,74,237,1542.14,3,5,4,354,Loyal Customers
15703.0,265,5,211.5,1,1,1,111,Lost Customers
15704.0,127,117,2293.62,2,4,5,245,Loyal Customers
15705.0,202,6,143.1,1,1,1,111,Lost Customers
15706.0,76,55,1060.56,3,3,4,334,Potential Loyalists
15707.0,44,214,945.58,3,5,4,354,Loyal Customers
15708.0,41,288,3364.2400000000002,4,5,5,455,Loyal Customers
15709.0,341,6,133.25,1,1,1,111,Lost Customers
15712.0,10,53,1072.3600000000001,5,3,4,534,Potential Loyalists
15713.0,144,19,356.7,2,2,2,222,Lost Customers
15714.0,12,35,330.88,5,3,2,532,Potential Loyalists
15716.0,146,118,1118.81,2,4,4,244,Loyal Customers
15717.0,235,7,150.3,1,1,1,111,Lost Customers
15719.0,152,937,5045.61,2,5,5,255,Loyal Customers
15720.0,25,128,598.73,4,5,3,453,Potential Loyalists
15721.0,12,91,507.08,5,4,3,543,Potential Loyalists
15722.0,109,69,2222.56,2,4,5,245,Loyal Customers
15723.0,424,41,203.1,1,3,1,131,At Risk
15724.0,202,11,218.25,1,1,1,111,Lost Customers
15725.0,16,32,415.25,5,3,2,532,Potential Loyalists
15727.0,9,302,5178.96,5,5,5,555,Champions
15729.0,35,5,85.0,4,1,1,411,Lost Customers
15730.0,123,70,1120.88,2,4,4,244,Loyal Customers
15732.0,35,14,294.12,4,2,2,422,Lost Customers
15733.0,310,10,162.3,1,1,1,111,Lost Customers
15734.0,115,26,1339.45,2,2,4,224,Lost Customers
15737.0,15,72,1205.1200000000001,5,4,4,544,Loyal Customers
15738.0,19,173,4812.42,4,5,5,455,Loyal Customers
15739.0,244,8,449.12,1,1,2,112,Lost Customers
15740.0,50,9,154.88,3,1,1,311,Lost Customers
15743.0,17,88,784.46,5,4,3,543,Potential Loyalists
15744.0,78,3,34.8,3,1,1,311,Lost Customers
15745.0,20,62,1094.59,4,4,4,444,Loyal Customers
15746.0,135,28,196.88,2,2,1,221,Lost Customers
15747.0,13,93,974.04,5,4,4,544,Loyal Customers
15748.0,41,21,149.31,4,2,1,421,Lost Customers
15749.0,39,10,44534.3,4,1,5,415,Lost Customers
15750.0,15,293,2465.48,5,5,5,555,Champions
15752.0,40,411,2637.38,4,5,5,455,Loyal Customers
15753.0,130,1,79.2,2,1,1,211,Lost Customers
15754.0,52,28,458.57,3,2,2,322,Lost Customers
15755.0,1,141,2364.25,5,5,5,555,Champions
15756.0,64,192,532.96,3,5,3,353,Potential Loyalists
15757.0,188,45,714.42,2,3,3,233,At Risk
15758.0,25,9,205.25,4,1,1,411,Lost Customers
15759.0,219,7,253.04,1,1,2,112,Lost Customers
15762.0,78,37,583.75,3,3,3,333,Potential Loyalists
15763.0,78,61,1086.92,3,4,4,344,Loyal Customers
15764.0,0,180,3279.97,5,5,5,555,Champions
15766.0,183,11,315.06,2,1,2,212,Lost Customers
15768.0,116,27,621.8299999999999,2,2,3,223,Lost Customers
15769.0,41,130,56252.72,4,5,5,455,Loyal Customers
15773.0,242,10,635.6800000000001,1,1,3,113,Lost Customers
15774.0,303,25,270.8,1,2,2,122,Lost Customers
15775.0,128,7,104.9,2,1,1,211,Lost Customers
15776.0,134,18,241.62,2,2,1,221,Lost Customers
15777.0,6,21,1047.11,5,2,4,524,Lost Customers
15780.0,36,29,475.28000000000003,4,2,2,422,Lost Customers
15781.0,26,20,345.46,4,2,2,422,Lost Customers
15782.0,10,43,2614.7400000000002,5,3,5,535,Potential Loyalists
15783.0,11,14,246.3,5,2,1,521,Lost Customers
15785.0,152,83,2328.9700000000003,2,4,5,245,Loyal Customers
15786.0,47,267,4932.2,3,5,5,355,Loyal Customers
15787.0,27,206,948.05,4,5,4,454,Loyal Customers
15789.0,359,25,351.3,1,2,2,122,Lost Customers
15790.0,11,35,220.85,5,3,1,531,Potential Loyalists
15791.0,44,75,1612.69,3,4,4,344,Loyal Customers
15793.0,15,12,965.61,5,1,4,514,Lost Customers
15795.0,150,42,610.01,2,3,3,233,At Risk
15796.0,18,133,2711.56,5,5,5,555,Champions
15797.0,96,8,2207.4,2,1,5,215,Lost Customers
15799.0,76,98,884.14,3,4,3,343,Potential Loyalists
15800.0,108,119,699.08,2,4,3,243,At Risk
15801.0,47,64,1063.95,3,4,4,344,Loyal Customers
15802.0,143,1,451.42,2,1,2,212,Lost Customers
15803.0,52,8,415.82000000000005,3,1,2,312,Lost Customers
15804.0,12,262,4206.39,5,5,5,555,Champions
15805.0,24,301,5528.4800000000005,4,5,5,455,Loyal Customers
15806.0,47,31,784.58,3,3,3,333,Potential Loyalists
15807.0,51,48,903.9,3,3,3,333,Potential Loyalists
15808.0,191,208,3734.9700000000003,1,5,5,155,Loyal Customers
15809.0,69,35,515.77,3,3,3,333,Potential Loyalists
15810.0,79,89,1391.98,3,4,4,344,Loyal Customers
15811.0,23,133,2218.62,4,5,5,455,Loyal Customers
15812.0,33,41,1801.14,4,3,4,434,Potential Loyalists
15813.0,208,40,1303.9099999999999,1,3,4,134,At Risk
15814.0,17,72,1945.33,5,4,4,544,Loyal Customers
15815.0,35,49,2100.6,4,3,5,435,Potential Loyalists
15819.0,50,123,1905.45,3,5,4,354,Loyal Customers
15820.0,320,17,206.98,1,2,1,121,Lost Customers
15821.0,45,62,570.96,3,4,3,343,Potential Loyalists
15822.0,181,33,885.47,2,3,3,233,At Risk
15823.0,666,1,15.0,1,1,1,111,Lost Customers
15825.0,173,20,532.94,2,2,3,223,Lost Customers
15826.0,57,68,1654.31,3,4,4,344,Loyal Customers
15827.0,74,115,1836.0900000000001,3,4,4,344,Loyal Customers
15829.0,141,51,636.14,2,3,3,233,At Risk
15830.0,302,39,576.0,1,3,3,133,At Risk
15831.0,0,68,801.76,5,4,3,543,Potential Loyalists
15832.0,255,54,836.79,1,3,3,133,At Risk
15834.0,71,273,2233.75,3,5,5,355,Loyal Customers
15835.0,45,50,954.09,3,3,4,334,Potential Loyalists
15836.0,51,10,137.37,3,1,1,311,Lost Customers
15837.0,183,24,391.98,2,2,2,222,Lost Customers
15838.0,12,167,33643.08,5,5,5,555,Champions
15839.0,81,62,1048.49,3,4,4,344,Loyal Customers
15840.0,0,27,355.56,5,2,2,522,Lost Customers
15841.0,73,47,1224.06,3,3,4,334,Potential Loyalists
15843.0,99,8,118.95000000000002,2,1,1,211,Lost Customers
15844.0,47,11,130.73999999999998,3,1,1,311,Lost Customers
15845.0,18,138,3711.77,5,5,5,555,Champions
15847.0,289,22,389.27,1,2,2,122,Lost Customers
15850.0,20,97,238.85,4,4,1,441,Potential Loyalists
15852.0,187,22,160.71,2,2,1,221,Lost Customers
15853.0,52,30,110.8,3,3,1,331,Potential Loyalists
15854.0,87,140,2974.65,3,5,5,355,Loyal Customers
15855.0,95,80,712.24,2,4,3,243,At Risk
15856.0,33,645,16387.57,4,5,5,455,Loyal Customers
15857.0,19,14,297.0,4,2,2,422,Lost Customers
15858.0,16,191,1438.85,5,5,4,554,Loyal Customers
15860.0,41,142,977.21,4,5,4,454,Loyal Customers
15861.0,13,546,3165.36,5,5,5,555,Champions
15862.0,113,147,832.88,2,5,3,253,At Risk
15863.0,26,18,68.84,4,2,1,421,Lost Customers
15864.0,23,20,1936.3200000000002,4,2,4,424,Lost Customers
15865.0,1,40,895.13,5,3,3,533,Potential Loyalists
15866.0,102,45,230.53,2,3,1,231,At Risk
15867.0,23,461,3812.64,4,5,5,455,Loyal Customers
15869.0,159,15,149.64,2,2,1,221,Lost Customers
15870.0,152,76,354.09000000000003,2,4,2,242,At Risk
15872.0,15,128,360.93,5,5,2,552,Potential Loyalists
15874.0,128,120,4405.88,2,4,5,245,Loyal Customers
15877.0,18,129,493.28,5,5,3,553,Potential Loyalists
15880.0,577,105,343.28000000000003,1,4,2,142,At Risk
15881.0,313,29,501.39000000000004,1,2,3,123,Lost Customers
15882.0,199,23,516.36,1,2,3,123,Lost Customers
15883.0,151,49,396.48,2,3,2,232,At Risk
15885.0,123,18,379.35,2,2,2,222,Lost Customers
15886.0,61,12,181.09,3,1,1,311,Lost Customers
15888.0,81,12,168.31,3,1,1,311,Lost Customers
15889.0,186,93,446.87,2,4,2,242,At Risk
15891.0,227,62,524.52,1,4,3,143,At Risk
15894.0,254,41,263.55,1,3,2,132,At Risk
15895.0,150,11,179.17,2,1,1,211,Lost Customers
15897.0,195,24,222.05,1,2,1,121,Lost Customers
15898.0,120,86,1388.88,2,4,4,244,Loyal Customers
15899.0,546,4,56.25,1,1,1,111,Lost Customers
15900.0,24,51,351.11,4,3,2,432,Potential Loyalists
15901.0,17,116,363.88,5,4,2,542,Potential Loyalists
15903.0,10,74,5126.76,5,4,5,545,Loyal Customers
15904.0,332,30,164.68,1,3,1,131,At Risk
15906.0,20,150,1567.69,4,5,4,454,Loyal Customers
15907.0,177,249,967.45,2,5,4,254,Loyal Customers
15909.0,174,7,191.94,2,1,1,211,Lost Customers
15910.0,16,267,1232.18,5,5,4,554,Loyal Customers
15912.0,179,19,264.62,2,2,2,222,Lost Customers
15916.0,17,155,1528.09,5,5,4,554,Loyal Customers
15917.0,189,12,123.1,1,1,1,111,Lost Customers
15918.0,272,40,334.23,1,3,2,132,At Risk
15919.0,20,143,639.89,4,5,3,453,Potential Loyalists
15920.0,125,60,167.5,2,4,1,241,At Risk
15921.0,173,25,336.03000000000003,2,2,2,222,Lost Customers
15922.0,697,11,369.5,1,1,2,112,Lost Customers
15923.0,666,21,127.08,1,2,1,121,Lost Customers
15925.0,195,12,207.15,1,1,1,111,Lost Customers
15930.0,275,21,426.63,1,2,2,122,Lost Customers
15932.0,1,115,2495.87,5,4,5,545,Loyal Customers
15933.0,22,74,1107.46,4,4,4,444,Loyal Customers
15935.0,6,12,416.86,5,1,2,512,Lost Customers
15937.0,183,7,145.35,2,1,1,211,Lost Customers
15938.0,113,18,404.58,2,2,2,222,Lost Customers
15939.0,4,76,6115.01,5,4,5,545,Loyal Customers
15940.0,342,1,35.8,1,1,1,111,Lost Customers
15942.0,134,14,337.44,2,2,2,222,Lost Customers
15944.0,129,6,325.1,2,1,2,212,Lost Customers
15945.0,454,2,181.0,1,1,1,111,Lost Customers
15947.0,83,29,1708.24,3,2,4,324,Lost Customers
15948.0,44,60,955.24,3,4,4,344,Loyal Customers
15949.0,17,19,364.72,5,2,2,522,Lost Customers
15950.0,79,98,1765.51,3,4,4,344,Loyal Customers
15951.0,286,41,708.22,1,3,3,133,At Risk
15952.0,182,91,806.57,2,4,3,243,At Risk
15953.0,5,98,1659.3799999999999,5,4,4,544,Loyal Customers
15955.0,25,183,4416.26,4,5,5,455,Loyal Customers
15957.0,121,42,428.89,2,3,2,232,At Risk
15958.0,75,7,104.35,3,1,1,311,Lost Customers
15963.0,20,28,470.76,4,2,2,422,Lost Customers
15965.0,18,122,845.64,5,5,3,553,Potential Loyalists
15967.0,24,84,418.83,4,4,2,442,Potential Loyalists
15969.0,50,20,666.1,3,2,3,323,Lost Customers
15970.0,99,11,314.1,2,1,2,212,Lost Customers
15971.0,1,35,4199.85,5,3,5,535,Potential Loyalists
15973.0,485,4,307.82000000000005,1,1,2,112,Lost Customers
15974.0,5,176,3442.15,5,5,5,555,Champions
15975.0,85,24,371.01,3,2,2,322,Lost Customers
15976.0,166,98,430.94,2,4,2,242,At Risk
15977.0,18,65,1054.73,5,4,4,544,Loyal Customers
15978.0,78,49,1098.78,3,3,4,334,Potential Loyalists
15980.0,1,43,2398.86,5,3,5,535,Potential Loyalists
15981.0,6,97,3408.48,5,4,5,545,Loyal Customers
15983.0,22,113,1475.02,4,4,4,444,Loyal Customers
15984.0,71,270,2837.67,3,5,5,355,Loyal Customers
15985.0,124,37,1142.42,2,3,4,234,At Risk
15986.0,90,14,168.12,2,2,1,221,Lost Customers
15987.0,13,140,1451.28,5,5,4,554,Loyal Customers
15988.0,20,27,158.03,4,2,1,421,Lost Customers
15990.0,45,52,792.11,3,3,3,333,Potential Loyalists
15992.0,181,3,41.989999999999995,2,1,1,211,Lost Customers
15993.0,17,552,2797.57,5,5,5,555,Champions
15994.0,55,35,427.07,3,3,2,332,Potential Loyalists
15996.0,1,130,1060.68,5,5,4,554,Loyal Customers
15998.0,88,506,3089.97,2,5,5,255,Loyal Customers
16000.0,151,9,12393.7,2,1,5,215,Lost Customers
16003.0,60,103,2735.37,3,4,5,345,Loyal Customers
16005.0,13,218,615.39,5,5,3,553,Potential Loyalists
16006.0,5,8,101.4,5,1,1,511,Lost Customers
16007.0,4,385,1701.94,5,5,4,554,Loyal Customers
16008.0,24,33,478.78,4,3,2,432,Potential Loyalists
16009.0,23,90,992.71,4,4,4,444,Loyal Customers
16010.0,128,86,407.5,2,4,2,242,At Risk
16011.0,2,212,3362.71,5,5,5,555,Champions
16012.0,155,94,1415.29,2,4,4,244,Loyal Customers
16013.0,2,139,37130.6,5,5,5,555,Champions
16014.0,64,145,662.38,3,5,3,353,Potential Loyalists
16015.0,27,182,705.39,4,5,3,453,Potential Loyalists
16016.0,15,235,1508.76,5,5,4,554,Loyal Customers
16017.0,48,32,211.88,3,3,1,331,Potential Loyalists
16018.0,4,28,408.90000000000003,5,2,2,522,Lost Customers
16019.0,47,160,3786.2400000000002,3,5,5,355,Loyal Customers
16020.0,17,46,851.01,5,3,3,533,Potential Loyalists
16022.0,261,76,628.28,1,4,3,143,At Risk
16023.0,47,101,719.81,3,4,3,343,Potential Loyalists
16024.0,13,64,251.24,5,4,2,542,Potential Loyalists
16025.0,60,28,439.65999999999997,3,2,2,322,Lost Customers
16026.0,44,32,236.09,3,3,1,331,Potential Loyalists
16027.0,69,16,934.62,3,2,3,323,Lost Customers
16029.0,30,242,81024.84,4,5,5,455,Loyal Customers
16030.0,283,29,331.24,1,2,2,122,Lost Customers
16031.0,123,100,548.94,2,4,3,243,At Risk
16033.0,5,1137,8816.4,5,5,5,555,Champions
16034.0,39,22,437.7,4,2,2,422,Lost Customers
16036.0,88,55,758.92,2,3,3,233,At Risk
16037.0,130,39,855.02,2,3,3,233,At Risk
16038.0,178,26,471.78000000000003,2,2,2,222,Lost Customers
16040.0,149,65,1313.55,2,4,4,244,Loyal Customers
16041.0,90,6,3166.4,2,1,5,215,Lost Customers
16042.0,22,71,1197.27,4,4,4,444,Loyal Customers
16043.0,5,39,773.99,5,3,3,533,Potential Loyalists
16045.0,2,83,1340.7,5,4,4,544,Loyal Customers
16048.0,697,8,256.44,1,1,2,112,Lost Customers
16049.0,41,312,1111.79,4,5,4,454,Loyal Customers
16050.0,174,10,137.9,2,1,1,211,Lost Customers
16052.0,55,34,362.06,3,3,2,332,Potential Loyalists
16053.0,93,84,1511.95,2,4,4,244,Loyal Customers
16054.0,146,70,783.9,2,4,3,243,At Risk
16055.0,280,8,134.8,1,1,1,111,Lost Customers
16056.0,46,68,664.85,3,4,3,343,Potential Loyalists
16057.0,5,121,2263.12,5,4,5,545,Loyal Customers
16059.0,72,180,1459.8600000000001,3,5,4,354,Loyal Customers
16062.0,6,64,1153.62,5,4,4,544,Loyal Customers
16063.0,261,23,335.32,1,2,2,122,Lost Customers
16065.0,454,74,372.09,1,4,2,142,At Risk
16066.0,17,102,1521.87,5,4,4,544,Loyal Customers
16070.0,23,33,852.15,4,3,3,433,Potential Loyalists
16071.0,45,21,326.24,3,2,2,322,Lost Customers
16072.0,289,23,584.3199999999999,1,2,3,123,Lost Customers
16073.0,298,1,122.39999999999999,1,1,1,111,Lost Customers
